Core,Subst,chembl_id
O=c1cc(-c2[nH]c(-c3ccc([*:1])c([*:2])c3)nc2-c2ccc(F)cc2)cc[nH]1,C#C[*:1].[*:2],CHEMBL3314276
O=c1cc(-c2[nH]c(-c3ccc([*:1])c([*:2])c3)nc2-c2ccc(F)cc2)cc[nH]1,O=C(O)[*:1].[*:2],CHEMBL3313935
O=c1cc(-c2[nH]c(-c3ccc([*:1])c([*:2])c3)nc2-c2ccc(F)cc2)cc[nH]1,n1n[nH]c([*:1])n1.[*:2],CHEMBL3314284
O=c1cc(-c2[nH]c(-c3ccc([*:1])c([*:2])c3)nc2-c2ccc(F)cc2)cc[nH]1,O[*:1].[*:2],CHEMBL3314281
O=c1cc(-c2[nH]c(-c3ccc([*:1])c([*:2])c3)nc2-c2ccc(F)cc2)cc[nH]1,O=C(O)[*:2].O[*:1],CHEMBL3314282
Fc1ccc(-c2nc3nc([*:1])ccn3c2-c2ccnc([*:2])n2)cc1,C#C[*:1].CS[*:2],CHEMBL3314272
Fc1ccc(-c2nc3nc([*:1])ccn3c2-c2ccnc([*:2])n2)cc1,CC(N[*:2])c1ccccc1.N[*:1],CHEMBL3120970
Fc1ccc(-c2nc3nc([*:1])ccn3c2-c2ccnc([*:2])n2)cc1,CS[*:2].N[*:1],CHEMBL3314271
Fc1ccc(-c2nc3nc([*:1])ccn3c2-c2ccnc([*:2])n2)cc1,CS[*:2].O=C(O)Cn1cc([*:1])nn1,CHEMBL3314273
OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]cc([*:1])c23)[nH]1,[*:1],CHEMBL4088971
OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]cc([*:1])c23)[nH]1,C=CC(=O)Nc1cccc([*:1])c1,CHEMBL4071827
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:2].Oc1ccc([*:4])cc1.[*:1].[*:3].[*:5],CHEMBL2385556
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:2].Fc1ccccc1[*:4].[*:1].[*:3].[*:5],CHEMBL2385555
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:5].F[*:1].[*:2].[*:3].[*:4],CHEMBL3120971
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C1CC1C[*:5].F[*:1].[*:2].[*:3].[*:4],CHEMBL96741
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C#C[*:4].C[*:5].F[*:1].[*:2].[*:3],CHEMBL3120972
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:5].F[*:1].c1[nH]nnc1[*:4].[*:2].[*:3],CHEMBL3120960
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:5].F[*:1].OCC#C[*:4].[*:2].[*:3],CHEMBL3120974
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,CC(=O)N[*:3].F[*:1].NC(=O)[*:4].[*:2].[*:5],CHEMBL4564217
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C1CC1CN[*:3].CS[*:4].F[*:1].[*:2].[*:5],CHEMBL4446519
c1cc(-c2c(-c3ccc([*:1])c([*:2])c3)nc([*:4])n2[*:5])cc([*:3])n1,C[*:5].C[S+]([O-])[*:4].F[*:1].N[*:3].[*:2],CHEMBL4075428
Fc1ccc(-c2nc([*:1])oc2-c2ccncc2)cc1,[*:1],CHEMBL366007
Fc1ccc(-c2nc([*:1])oc2-c2ccncc2)cc1,C#C[*:1],CHEMBL3120973
Fc1ccc(-c2nc([*:1])oc2-c2ccncc2)cc1,c1[nH]nnc1[*:1],CHEMBL3120961
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,[*:1].[*:2],CHEMBL185162
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,C=CCN(C)[*:2].[*:1],CHEMBL182772
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CCCN1CCC(O[*:2])CC1.[*:1],CHEMBL184725
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,Cl[*:2].[*:1],CHEMBL185328
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN1CCC(N(C)[*:2])CC1.[*:1],CHEMBL366080
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,C1CCN(CCCN[*:2])C1.[*:1],CHEMBL426969
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN1CCC(O[*:2])CC1.[*:1],CHEMBL185315
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,C(CN[*:2])CN1CCOCC1.[*:1],CHEMBL359797
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN1CCCC(CO[*:2])C1.[*:1],CHEMBL365614
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN(C)CCCO[*:2].[*:1],CHEMBL186665
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN(C)CC(C)(C)CO[*:2].[*:1],CHEMBL362902
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CCN(CC)CCCN[*:1].[*:2],CHEMBL188126
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,Cl[*:1].[*:2],CHEMBL185567
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,CN1CCCN([*:1])CC1.[*:2],CHEMBL184257
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc([*:1])nc([*:2])n1,C1CCN(CCCN[*:1])C1.[*:2],CHEMBL186852
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(=O)N1CCC([*:2])CC1.[*:1],CHEMBL1766579
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(C)[*:2].[*:1],CHEMBL1232772
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(CS(C)(=O)=O)[*:2].[*:1],CHEMBL1230610_CHEMBL1232769
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(Cn1ncnn1)[*:2].[*:1],CHEMBL1230351_CHEMBL1232784
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C[*:2].[*:1],CHEMBL1766573
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(C)(CO)[*:2].[*:1],CHEMBL1766576
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CO1.[*:1],CHEMBL1766574
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],OC1CCC([*:2])CC1.[*:1],CHEMBL1766580
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.[*:1],CHEMBL1230122
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],O=S1(=O)CCC([*:2])CC1.[*:1],CHEMBL1766581
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CS(=O)(=O)CC[*:2].[*:1],CHEMBL1766578
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],OCC(CO)[*:2].[*:1],CHEMBL1766577
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],CC(C)(O)C[*:2].[*:1],CHEMBL1766575
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],OCCC(CCO)[*:2].[*:1],CHEMBL1090089
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.CC(C)(O)[*:1],CHEMBL1766504
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.C[*:1],CHEMBL1766498
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.CS(=O)(=O)C[*:1],CHEMBL1766501
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.N#C[*:1],CHEMBL1766506
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.OCC[*:1],CHEMBL1766500
O=c1c(Oc2ccc(F)cc2F)cc2cnc(N[*:2])nc2n1C[*:1],C1CC([*:2])CCO1.OCC(O)[*:1],CHEMBL1766505
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],CC(=O)N1CCCC([*:1])C1.[*:2],CHEMBL203225
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],C1CC([*:1])CO1.[*:2],CHEMBL203535
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],C1CC([*:1])CCO1.[*:2],CHEMBL203059
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],CC(=O)N1CCCC([*:1])C1.F[*:2],CHEMBL202639_CHEMBL202666_CHEMBL206466
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],COC1CCC([*:1])CC1.F[*:2],CHEMBL202676_CHEMBL203631
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],C1CC([*:1])CO1.F[*:2],CHEMBL203839
O=C(Nc1cc(-c2ccnc(Nc3ccc([*:2])cc3)c2)ccn1)[*:1],C1CC([*:1])CCO1.F[*:2],CHEMBL205078
[O-][n+]1ccc2c(-c3ccc([*:1])cc3Cl)cc(C3CCN([*:4])CC3)nc2c1-c1c([*:2])cccc1[*:3],CC(=O)[*:4].F[*:2].F[*:3].[*:1],CHEMBL1916524
[O-][n+]1ccc2c(-c3ccc([*:1])cc3Cl)cc(C3CCN([*:4])CC3)nc2c1-c1c([*:2])cccc1[*:3],CC(C)(C)[*:4].Cl[*:2].Cl[*:3].F[*:1],CHEMBL1916520
[O-][n+]1ccc2c(-c3ccc([*:1])cc3Cl)cc(C3CCN([*:4])CC3)nc2c1-c1c([*:2])cccc1[*:3],CC(C)[*:4].Cl[*:2].Cl[*:3].F[*:1],CHEMBL1916519
O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+]([*:1])[*:2])n2[*:4])ccn1)[*:3],[*:1].c1ccc(C[*:2])cc1.C[*:3].[*:4],CHEMBL4591390
O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+]([*:1])[*:2])n2[*:4])ccn1)[*:3],[*:1].C[*:2].COc1ccc(CC[*:3])cc1.[*:4],CHEMBL4547931
O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+]([*:1])[*:2])n2[*:4])ccn1)[*:3],[*:1].C[*:2].COc1cccc(CC[*:3])c1.[*:4],CHEMBL4592870
O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+]([*:1])[*:2])n2[*:4])ccn1)[*:3],[*:1].C[*:2].O=C1CC([*:3])C1.[*:4],CHEMBL4458096
