Core,Subst,chembl_id
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,O=C(NO)[*:2].[*:1].[*:3].[*:4],CHEMBL3764525
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,O=C(NO)[*:3].[*:1].[*:2].[*:4],CHEMBL3765502
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,C[*:1].O=C(NO)[*:2].[*:3].[*:4],CHEMBL3764728
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,C[*:4].O=C(NO)[*:2].[*:1].[*:3],CHEMBL3763388
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,C[*:4].O=C(NO)[*:3].[*:1].[*:2],CHEMBL3764442
CN(C)c1ccc(C(=O)N(N=C(c2ccc([*:2])c([*:3])c2)[*:1])[*:4])cc1,C[*:4].C[*:1].O=C(NO)[*:2].[*:3],CHEMBL3763386
O=C(CCCCNC(=O)c1csc([*:1])n1)NO,Cc1nc([*:1])cs1,CHEMBL3287022
O=C(CCCCNC(=O)c1csc([*:1])n1)NO,c1nc([*:1])cs1,CHEMBL3287021
O=C(CCCCNC(=O)c1csc([*:1])n1)NO,c1csc([*:1])n1,CHEMBL3287023
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,C=C[*:1],CHEMBL3287267
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)=C[*:1],CHEMBL3287264
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)(O)C[*:1],CHEMBL3287265
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)C1CC1[*:1],CHEMBL3287269
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)C=C[*:1],CHEMBL3287268
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)C[*:1],CHEMBL3287250
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC(C)[*:1],CHEMBL3287253
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC=C[*:1],CHEMBL3287266
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CCCC[*:1],CHEMBL3287254
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,CC[*:1],CHEMBL3287252
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,C[*:1],CHEMBL3287251
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,c1ccc([*:1])cc1,CHEMBL3287257
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,Fc1ccc([*:1])cc1,CHEMBL3287258
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,C1CC1[*:1],CHEMBL3287255
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,Fc1ccc([*:1])c(Cl)c1,CHEMBL3287259
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,Clc1ccccc1[*:1],CHEMBL3287260
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,C1CCC([*:1])CC1,CHEMBL3287256
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,O=[N+]([O-])c1ccc([*:1])cc1,CHEMBL3287261
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,c1ccc(COCC[*:1])cc1,CHEMBL3287263
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1[*:1])NO,c1ccc(C[*:1])cc1,CHEMBL3287262
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,[*:1],CHEMBL4243347
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,C=CCC[*:1],CHEMBL4247128
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,CCC[*:1],CHEMBL4243458
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,COCC[*:1],CHEMBL4250891
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,CS(=O)(=O)CC[*:1],CHEMBL4237600
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,N#CCC[*:1],CHEMBL4242626
O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn([*:1])c3)c3cc[nH]c3n2)cc1)NO,C1CCC(C[*:1])C1,CHEMBL4250122
O=C(CCCCCNC(=S)NN=C(c1ccc([*:2])c([*:3])c1)[*:1])NO,O=[N+]([O-])c1cccc([*:1])c1.[*:2].[*:3],CHEMBL4776969
O=C(CCCCCNC(=S)NN=C(c1ccc([*:2])c([*:3])c1)[*:1])NO,C[*:1].F[*:2].[*:3],CHEMBL4749226
O=C(CCCCCNC(=S)NN=C(c1ccc([*:2])c([*:3])c1)[*:1])NO,Br[*:2].C[*:1].[*:3],CHEMBL4785327
O=C(CCCCCNC(=S)NN=C(c1ccc([*:2])c([*:3])c1)[*:1])NO,Br[*:3].C[*:1].[*:2],CHEMBL4791832
C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2c(c1)c([*:1])c([*:2])n2C,O=C(C=C[*:2])NO.[*:1],CHEMBL4460757
C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2c(c1)c([*:1])c([*:2])n2C,O=C(C=C[*:1])NO.[*:2],CHEMBL4448903
O=C(C[*:1])Nc1ccc(-c2nc(Nc3ccc([*:2])c([*:3])c3)ncc2[*:4])cc1,O=C(CCCCC(=O)N[*:2])NO.[*:1].[*:3].[*:4],CHEMBL4282471
