Core,Subst,chembl_id
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,C=C(C)C[*:1].[*:2],CHEMBL437570
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,C=CC[*:1].[*:2],CHEMBL245069
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CC(C)C[*:1].[*:2],CHEMBL242987
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCC[*:1].[*:2],CHEMBL242985
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCCNC(=O)[*:1].[*:2],CHEMBL434960
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCN(C)C(=O)[*:1].[*:2],CHEMBL234163
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCN(CC)C(=O)[*:1].[*:2],CHEMBL393498
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCNC(=O)[*:1].[*:2],CHEMBL232316
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CN(C)C(=O)[*:1].[*:2],CHEMBL232103
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CN(C)C(=O)C[*:1].[*:2],CHEMBL391558
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CN(C)C(=O)CC[*:1].[*:2],CHEMBL232311
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CNC(=O)[*:1].[*:2],CHEMBL391559
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,O=C(N1CCCC1)[*:1].[*:2],CHEMBL428369
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,O=C(N1CCC1)[*:1].[*:2],CHEMBL234373
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,NC(=O)[*:1].[*:2],CHEMBL232315
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,C1CCC([*:1])CC1.[*:2],CHEMBL242492
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,N[*:1].[*:2],CHEMBL191699
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,O=C(O)C[*:1].[*:2],CHEMBL234158
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,OC[*:1].[*:2],CHEMBL234356
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,OCC[*:1].[*:2],CHEMBL395919
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,C1CCC(N[*:1])CC1.[*:2],CHEMBL192882
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,c1ccc(N[*:1])cc1.[*:2],CHEMBL195335
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,Oc1ccc([*:1])cc1.[*:2],CHEMBL390221
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,c1ccc([*:1])cc1.[*:2],CHEMBL244843_CHEMBL396512
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,Oc1cccc([*:1])c1.[*:2],CHEMBL243798
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,Oc1ccccc1[*:1].[*:2],CHEMBL245059
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,C[*:2].O=C(N1CCC1)[*:1],CHEMBL232919
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CN(C)C(=O)C[*:1].C[*:2],CHEMBL430057
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CC[*:2].CN(C)C(=O)[*:1],CHEMBL260197
N#CC1CCCN1C(=O)C1CC([*:1])C([*:2])N1,CCN(C)C(=O)[*:1].C[*:2],CHEMBL394932
N#Cc1cc([*:1])c([*:2])cc1Cn1c(N2CCCC(N)C2)nc([*:3])c([*:4])c1=O,[*:1].[*:2].[*:3].[*:4],CHEMBL1650403
N#Cc1cc([*:1])c([*:2])cc1Cn1c(N2CCCC(N)C2)nc([*:3])c([*:4])c1=O,C=C[*:4].[*:1].[*:2].[*:3],CHEMBL1650426
N#Cc1cc([*:1])c([*:2])cc1Cn1c(N2CCCC(N)C2)nc([*:3])c([*:4])c1=O,C#C[*:4].[*:1].[*:2].[*:3],CHEMBL1650422
N#Cc1cc([*:1])c([*:2])cc1Cn1c(N2CCCC(N)C2)nc([*:3])c([*:4])c1=O,CC#C[*:4].[*:1].[*:2].[*:3],CHEMBL1650423
