Core,Subst,chembl_id
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Brc1ccc([*:1])cc1,CHEMBL3323605
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,CCc1ccc([*:1])cc1,CHEMBL3323598
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Cc1ccc([*:1])cc1,CHEMBL3323595
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Cc1cccc([*:1])c1,CHEMBL3323594
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cc(Cl)cc([*:1])c1,CHEMBL3323613
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1ccc([*:1])cc1,CHEMBL3323604
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1ccc([*:1])cc1Cl,CHEMBL3323612
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cccc([*:1])c1,CHEMBL3323603
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cccc(Cl)c1[*:1],CHEMBL3323611
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1ccc([*:1])cc1,CHEMBL3323601
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1ccc(Br)c([*:1])c1,CHEMBL3323614
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1cccc([*:1])c1,CHEMBL3323600
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Oc1ccccc1[*:1],CHEMBL3323597
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,c1ccc([*:1])cc1,CHEMBL3323592
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],c1cn(C[*:3])cn1.[*:1].[*:2].[*:4].[*:5],CHEMBL224834
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],c1ncn(C[*:3])n1.[*:1].[*:2].[*:4].[*:5],CHEMBL224918
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],c1cn(C[*:3])nn1.[*:1].[*:2].[*:4].[*:5],CHEMBL224917
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],c1cnn(C[*:3])c1.[*:1].[*:2].[*:4].[*:5],CHEMBL224889
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],C1CN(C[*:3])CS1.[*:1].[*:2].[*:4].[*:5],CHEMBL224027
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CC1CCN(C[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL387972
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN(C)C(=O)CO[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL374690
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCC(C[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL223999
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(C(=O)[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL390735
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(CC[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL390353
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(C[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL390156
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(C[*:3])C(=O)C1.[*:1].[*:2].[*:4].[*:5],CHEMBL225334
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(C[*:3])CC1=O.[*:1].[*:2].[*:4].[*:5],CHEMBL225278
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN([*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL224547
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],COCCO[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL223604
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],NC(=O)N1CCN(C[*:3])CC1.[*:1].[*:2].[*:4].[*:5],CHEMBL225261
C(#Cc1cc(-c2n[nH]c3c2Cc2cc([*:3])c([*:4])cc2-3)cs1)COc1ccc([*:1])c([*:2])c1[*:5],CN1CCN(C[*:4])CC1.[*:1].[*:2].[*:3].[*:5],CHEMBL224496
