Core,Subst,chembl_id
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],Br[*:1].[*:2].[*:3].[*:4],CHEMBL4794000
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],Cl[*:1].[*:2].[*:3].[*:4],CHEMBL4785769
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],FC(F)(F)O[*:1].[*:2].[*:3].[*:4],CHEMBL4755226
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],FC(F)(F)[*:1].[*:2].[*:3].[*:4],CHEMBL4792691
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],F[*:1].[*:2].[*:3].[*:4],CHEMBL4797109
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],O=[N+]([O-])[*:1].[*:2].[*:3].[*:4],CHEMBL4757415
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],O[*:1].[*:2].[*:3].[*:4],CHEMBL4755117
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],F[*:1].F[*:4].[*:2].[*:3],CHEMBL4744470
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],O[*:1].O[*:4].[*:2].[*:3],CHEMBL4780232
C(=NC1CCN(Cc2ccccc2)C1)c1cc([*:2])c([*:1])c([*:3])c1[*:4],CO[*:2].CO[*:3].CO[*:1].[*:4],CHEMBL4745500
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,Br[*:1].[*:2].[*:3],CHEMBL330004
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CC(=O)N[*:1].[*:2].[*:3],CHEMBL92736
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CO[*:1].[*:2].[*:3],CHEMBL418955
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CS(=O)(=O)N[*:1].[*:2].[*:3],CHEMBL1651246
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,N#C[*:1].[*:2].[*:3],CHEMBL92775
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,N[*:1].[*:2].[*:3],CHEMBL420625
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,O=C(N[*:1])c1ccccc1.[*:2].[*:3],CHEMBL93123
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,O=S(=O)(N[*:1])c1ccccc1.[*:2].[*:3],CHEMBL92955
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,O[*:1].[*:2].[*:3],CHEMBL92463
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,C1CN([*:1])CCO1.[*:2].[*:3],CHEMBL93936
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,C1CCC([*:1])CC1.[*:2].[*:3],CHEMBL1651247
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CO[*:2].[*:1].[*:3],CHEMBL94186
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,C[*:2].[*:1].[*:3],CHEMBL433379
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CO[*:3].[*:1].[*:2],CHEMBL93619
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,CO[*:1].C[*:2].[*:3],CHEMBL188823
c1ccc(CN2CCC(CCc3noc4c([*:3])c([*:1])c([*:2])cc34)CC2)cc1,C[*:2].C[*:1].[*:3],CHEMBL91291
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,Br[*:2].[*:1].[*:3],CHEMBL2375483
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,CO[*:2].[*:1].[*:3],CHEMBL2377878
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,Br[*:1].[*:2].[*:3],CHEMBL2375482
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,CO[*:1].[*:2].[*:3],CHEMBL2375481
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,Cl[*:1].[*:2].[*:3],CHEMBL2377874
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,CO[*:3].[*:1].[*:2],CHEMBL2377877
c1cc(-c2nn3c(-c4ccc([*:1])c([*:2])c4[*:3])nnc3s2)co1,Cl[*:3].[*:1].[*:2],CHEMBL2377873
C(=C1CNCC2=C1N=C1SC=C([*:1])N1C2c1ccc([*:3])cc1)c1ccc([*:2])cc1,Br[*:3].Br[*:2].c1ccc2cc([*:1])ccc2c1,CHEMBL3948489
C(=C1CNCC2=C1N=C1SC=C([*:1])N1C2c1ccc([*:3])cc1)c1ccc([*:2])cc1,Br[*:2].Br[*:3].c1ccc([*:1])cc1,CHEMBL3958208
C(=C1CNCC2=C1N=C1SC=C([*:1])N1C2c1ccc([*:3])cc1)c1ccc([*:2])cc1,Br[*:3].Br[*:2].Cc1ccc([*:1])cc1,CHEMBL3921785
C(=C1CNCC2=C1N=C1SC=C([*:1])N1C2c1ccc([*:3])cc1)c1ccc([*:2])cc1,Cc1ccc([*:1])cc1.Cl[*:3].Cl[*:2],CHEMBL3945423
C(=C1CNCC2=C1N=C1SC=C([*:1])N1C2c1ccc([*:3])cc1)c1ccc([*:2])cc1,C[*:2].C[*:3].Cc1ccc([*:1])cc1,CHEMBL3901794
